Unnamed: 0.1,Unnamed: 0,id,domain,type,url,content,scraped_at,inserted_at,updated_at,title,authors,keywords,meta_keywords,meta_description,tags,summary
72,72,12071,beforeitsnews.com,fake,http://beforeitsnews.com/gold-and-precious-metals/2018/01/a-weird-week-draws-to-a-close-3178721.html,weird week draws close headline bitcoin blockchain searches exceed trump blockchain stocks began holiday immediately followed another silver flash crash bounce comex metals hit lowestvolume period day wednesday friday comex gold unchanged versus comex close last friday obladi oblada life goes read source <URL> close/,2018-01-25 16:17:44.789555,2018-02-02 01:19:41.756632,2018-02-02 01:19:41.756664,A Weird Week Draws To A Close,,,[''],,,
93,93,15568,beforeitsnews.com,fake,http://beforeitsnews.com/weather/2016/12/winter-storm-decima-forecast-breakdown-wild-weather-incoming-deadly-arctic-air-icing-invasion-2445676.html,headline bitcoin blockchain searches exceed trump blockchain stocks winter storm decima forecast breakdown wild weather incoming deadly arctic air icing invasion youtube uploader thornews reports cold hot subzero places ready cold mean december drive ice articles weather <URL> winter storm decima mess snow ice spread rockies midwest east weekend winter storm decima pronounced dehsimah kicking high gear spreading snowy icy mess rockies parts plains midwest east final weekend christmas latest status forecast information decima followed recap storm far decima latest status forecast winter storm warnings stretch sierra nevada california rockies parts upper midwest far east michigan significant snow potentially heavy snow travel dangerous east potpourri winter weather advisories freezing rain advisories winter storm warnings issued energy southward digging jetstream dip eventually spawn area surface low pressure plains friday track northeastward central eastern states moisture system overlap cold air north high pressure eastern states conditions ripe potential snow sleet freezing rain large area decima expand reach significant snow northern plains upper midwest great lakes snow heavy spots increasing winds expected areas blowing snow create low visibility dangerous travel conditions northern plains snow continue rockies great basin southern sierra heavy spots milder air overruns cold air near surface earth freezing rain sleet develop central plains winter storm decima moving thru northernmidwest ohio valley northeastfrom <NUM><NUM> <NUM><NUM> <NUM><NUM> <NUM> video give forecast breakdown along brief forecasting tutorial winter precipitation types quick update current trackintensity areas effected winterstorm decima read unusual weather patterns miniice age / arctic vortex / temps plunging bin note people use social media figured facebook google cahoots government well aware issues high switched seenlife website similar facebook without censorship people danger others wake spread word share article leave comment help direct attention stories matter subscribe stay connected fusion laced illusions content,2018-01-25 16:17:44.789555,2018-02-02 01:19:41.756632,2018-02-02 01:19:41.756664,Winter Storm Decima: Forecast Breakdown Wild Weather Incoming! Deadly Arctic Air & Icing Invasion!,,,[''],,,
116,116,19866,willyloman.wordpress.com,,https://willyloman.wordpress.com/2008/12/29/why-i-am-a-socialist/,chris hedges truthdig corporate forces looting treasury plungedinto depression contained main political parties democratic republican parties become little squalid clubs privilege wealth whores money corporate interests hostage massive arms industry adept deception selfdelusion longer know truth lies either find mess embracing uncompromising democratic socialism insist massive government relief work programs nationalization electricity gas companies universal profit government health care program outlawing hedge funds radical reduction bloated military budget end imperial wars continue fleeced impoverished bankrupt elite shackled chained surveillance state free market globalization promised route worldwide prosperity exposed con game mean corporate masters disappear totalitarianism george orwell pointed age faith age schizophrenia society becomes totalitarian structure becomes flagrantly artificial orwell wrote ruling class lost function succeeds clinging power force fraud force fraud left use political shift europe toward open confrontation corporate state germany seen surge support die linke left political grouping formed <NUM> months ago coled veteran socialist red oskar lafontaine built career attacking big business thirds germans public opinion polls say agree die linke platform socialist party netherlands verge overtaking labor party main opposition party left greece beset street protests violence disaffected youths seen rapid rise coalition radical left spain norway socialists power resurgence universal especially france britain shifts toward socialism significant corporations intruded every facet life eat corporate food buy corporate clothes drive corporate cars buy vehicular fuel heating oil corporations borrow corporate banks invest retirement savings corporations entertained informed branded corporations work corporations creation mercenary army privatization public utilities disgusting profit health care system legacies corporate state corporations loyalty america american worker tied nation states vampires commercial revolution deprived mass consumers independent access staples life clothing shelter food water wendell berry wrote unsettling america air remains necessity average user still revolution imposed heavy tax pollution commercial conquest far thorough final military defeat corporation designed money without regard human life social good impact environment corporate laws impose legal duty corporate executives money possible shareholders although moved fleece shareholders well <NUM> documentary film corporation management guru peter drucker says find executive wants social responsibilities fire fast corporation attempts engage social responsibility tries pay workers decent wage benefits invests profits protect environment limit pollution gives consumers fair deals sued shareholders robert monks investment manager says film corporation externalizing machine shark killing machine question malevolence enterprise within shark within characteristics enable designed ray anderson ceo interface corp world largest commercial carpet manufacturer calls corporation present day instrument destruction compulsion externalize cost unwary uncaring public allow externalize notion waste waste without consequences driving biosphere destruction anderson says short film based joel bakan book corporation pathological pursuit profit power asserts corporation exhibits traits found people clinically defined psychopaths psychologist dr robert hare lists film psychopathic traits ties behavior corporations callous unconcern feelings others incapacity maintain enduring relationships reckless disregard safety others deceitfulness repeated lying conning others profit incapacity experience guilt failure conform social norms respect lawful behavior yet american legal system corporations legal rights individuals give hundreds millions dollars political candidates fund army <NUM> lobbyists washington thousands state capitals write corporatefriendly legislation drain taxpayer funds abolish government oversight saturate airwaves internet newsprint magazines advertisements promoting brands friendly face corporation highpriced legal teams millions employees skilled public relations firms thousands elected officials ward public intrusions affairs halt messy lawsuits hold near monopoly electronic printed sources information media giantsaol warner general electric viacom disney rupert murdoch newsgroupcontrol nearly everything read hear private capital tends become concentrated hands partly competition among capitalists partly technological development increasing division labor encourage formation larger units production expense smaller ones albert einstein wrote <NUM> monthly review explaining socialist result developments oligarchy private capital enormous power effectively checked democratically organized political society true since members legislative bodies selected political parties largely financed otherwise influenced private capitalists practical purposes separate electorate legislature consequence representatives people fact sufficiently protect interests underprivileged sections population moreover existing conditions private capitalists inevitably control directly indirectly main sources information press radio education thus extremely difficult indeed cases quite impossible individual citizen come objective conclusions intelligent use political rights labor leftwing activists especially university students wellheeled liberals failed unite division often based social rather economic differences long stymied concerted action ruling elites fractured american left rendered impotent large sections middle class gradually proletarianized important point rate generation adopt proletarian outlook orwell wrote <NUM> last economic depression instance bourgeois upbringing workingclass income class belong economically belong working class almost impossible anything member bourgeoisie supposing sides side upper class trying squeeze existence working class whose manners manners probable personally important issue side working class tens hundreds thousands others approximately position far larger class running millions officeworkers blackcoated employees kindswhose traditions less definite middle class certainly thank called proletarians people interests enemies working class robbed bullied system yet realize pinch came nearly side oppressors ought allies quite easy imagine working class crushed worst depths poverty still remaining bitterly antiworkingclass sentiment course readymade fascist party coalitions environmental antinuclear anticapitalist sustainableagriculture antiglobalization forces coalesced europe form support socialist parties yet happen united states left never rallied significant numbers behind cynthia mckinney ralph nader picking lesser evils threw lot democratic party backs imperial wars empowers national security state bidding corporations barack obama end flagrant theft taxpayer funds corporate slugs disgraceful abandonment working class especially foreclosures unemployment mount country turn desperation far right embodied groups christian radicals failure left offer democratic socialist alternative mean eyes embittered struggling working middleclass americans alternative perverted christian fascism inability articulate viable socialism gravest mistake ensure soon change ruthless totalitarian capitalism,2018-01-25 16:17:44.789555,2018-02-02 01:19:41.756632,2018-02-02 01:19:41.756664,Why I Am a Socialist,,,[''],"Chris Hedges, Truthdig The corporate forces that are looting the Treasury and have plunged us into a depression will not be contained by the two main political parties. The Democratic and Republican parties have become little more than squalid clubs of privilege and wealth, whores to money and corporate interests, hostage to a massive arms…",,
79,79,13331,washingtonexaminer.com,political,http://www.washingtonexaminer.com/stop-christie-pac-quits-says-candidate-did-its-job-for-them/article/2571009,super pac committed ending chris christie presidential campaign calling quits claiming new jersey governor done work former rep tom tancredo rcolo created stop chris christie pac last november tancredo reportedly group purpose defeat christie campaign since governor true conservative recent statement posted group facebook page treasurer tom bjorklund group notified federal election commission shutting pac sept <NUM> due miserable showing candidate question committee believes mr christie already performed service stopping campaign spirit without aid letter law bjorklund wrote laura sinram senior campaign finance analyst fec bjorklund letter sinram response notification issued fec july group violation federal election rules using christie name without procuring permission outside groups associated republican hopefuls carly fiorina donald trump flagged fec recently using candidates names without approval stop chris christie website already shut bjorklund says spend couple weeks communicating vendors obtaining closing invoices individuals assisted committee formation according fec records antichristie pac raised <NUM> midyear filing deadline total operating expenditure <NUM> christie popularity plummeted home state voters grown increasingly frustrated claiming prioritizing presidential run responsibilities governor term governor barely made republican primary debate although set stage second debate sept <NUM> recent polls early primary states place bottom half gop field polling data realclearpolitics currently shows christie averaging <NUM> percent support among republican primary voters new hampshire <NUM> percent iowa spokesperson christie camp told washington examiner pac closure simply attempt dodge investigation fec,2018-01-25 16:17:44.789555,2018-02-02 01:19:41.756632,2018-02-02 01:19:41.756664,"'Stop Christie' PAC quits, says candidate did its job for them",,,"['Tom Tancredo', 'Super PACs', 'Chris Christie', 'Campaigns', 'Gabby Morrongiello', '2016 Elections', 'Politics']",The PAC's purpose was reportedly to defeat Christie's campaign since the governor is 'no true conservative.',,
140,140,22583,beforeitsnews.com,fake,http://beforeitsnews.com/u-s-politics/2016/10/warren-buffett-fact-checks-trump-by-releasing-his-tax-returns-2510270.html,easily understand difference day christ day lord end times,2018-01-25 16:17:44.789555,2018-02-02 01:19:41.756632,2018-02-02 01:19:41.756664,Warren Buffett Fact Checks Trump By Releasing His Tax Returns,Shahzaib Elahi,,[''],,,
57,57,9659,washingtonexaminer.com,political,http://www.washingtonexaminer.com/trump-to-meet-with-australian-prime-minister-malcolm-turnbull-as-countries-prepare-to-sign-tpp-without-us-report/article/2646985,white house informally extended invitation australian prime minister malcolm turnbull meet president trump washington dc february according local reports news possible meeting leaders comes <NUM> countries prepare sign revised version oncestalled transpacific partnership trade deal chile march without united states white house immediately respond inquiries washington examiner seeking confirm whether invitation issued proposed meeting trump second turnbull fractious telephone call following president inauguration january <NUM> conversation described trump worst call far concerned refugee swap agreement worked former president obama later shook hands new york event marking 75th anniversary <NUM> battle coral sea took place pacific theater world war ii likely date latest meeting reported feb <NUM> per australian newspaper,2018-01-25 16:17:44.789555,2018-02-02 01:19:41.756632,2018-02-02 01:19:41.756664,Trump to meet with Australian Prime Minister Malcolm Turnbull as countries prepare to sign TPP without US: Report,Naomi Lim,,"['Malcolm Turnbull', 'Naomi Lim', 'Refugees', 'TPP', 'Foreign Policy', 'Australia', 'Donald Trump', 'White House', 'News', 'Politics']",The meeting would be a month before nations sign the once-stalled Trans-Pacific Partnership trade deal without the U.S.,,
238,238,38549,www.newsmax.com,,https://www.newsmax.com/newsfront/david-letterman-barack-obama-netflix/2018/01/05/id/835393/,netflix announced david letterman new show streaming service launch jan <NUM> barack obama guest interview obama television talk show appearance since leaving office guests letterman new show titled guest needs introduction david letterman include george clooney malala yousafzai jayz tina fey howard stern new episodes series released monthly throughout <NUM>,2018-01-25 20:13:50.426130,2018-02-02 01:19:41.756632,2018-02-02 01:19:41.756664,Obama to Be First Guest on New David Letterman Netflix Series,,,"['david letterman', 'barack obama', 'netflix']",David Letterman Netflix Series Sets Barack Obama as First Guest,"Trump Administration, ISIS/Islamic State, Gun Rights, Donald Trump, Barack Obama, Russia",
183,183,28303,beforeitsnews.com,fake,http://beforeitsnews.com/celebrities/2014/05/can-we-prove-life-after-death-2-2463072.html,headline bitcoin blockchain searches exceed trump blockchain stocks existence life death proven bob daulby confused world science religion society large whereby people group seem agree reach kind common ground cling hope existence life existing death ever deepening problem solve perhaps never solved generic means personal instead perhaps proof life death never meant public large willinmg tread path angels fear tread problem problem trying establish existence life passing proof read articles concerning topic easily seen ofhave ideas often different ideas yet come across bring ofthis needed proof death anyway although ofwill go life giving another thought sure passing yet comes lives suddenly confronted death ignore longer ask live life far concerned death something push aside dread ignorance something study soon able confronted death come shock importantly source grief either rather joy existence <NUM> photo credit vincepal instilled religion society taughtto afraid death compound fear taught poohpooh deride possibility life existing death whereby continue forever onwards anyway topic illadvised ignorant matters fearful confusing forexperts psychics shamans priests ministers whoever bringthis needed proof proof ever arise agrees lack agreement need reach common ground public large lose short quite egos wannabes believing ones hold truth suffer far death life death concerned bearing mind becomes necessary find existence life death able prove leavingin doubt shall live proof actual contact worlds beyond long experiences reveal allround generic proof life existing deaths long nigh impossible science reach general consensus highly unlikely agree either idea finding irrefutable proof cross boundaries regardless origins distant dream skeptics use angle need irrefutable already lost argument gain believers lose lose done generic vs personal proof experience socalled unknown along brought total strangers sessions note reaction say proof period research discovered although generic proof yet available yet personal proof personal proof available available since man walked upon planet let give example personal proof existence photo credit photosynthetica made friends computers got internet etc actual contact someone peru miracle compounded miracle month recieved letter proved existed indeed come peru personal proof someone met new fangled means communication personal proof yet fairy tale speak experience recieve letter peru thus believe taught geography school peru exist ignorance taught unlike taught true existence life death taught always doubt always require proof taught receive personal proof proof always elude learn learned shown peru really exist future hold someone given fickle belief altogether knows last conclusion curious remove doubt fear psychi venture lands previously unknown know exactly expect upon passing joyful truly real leaving behind insecurity tepid beliefs means visit website find door limitless knowledge awaits source related articles,2018-01-25 16:17:44.789555,2018-02-02 01:19:41.756632,2018-02-02 01:19:41.756664,Can We Prove Life After Death?,,,[''],,,
123,123,20749,beforeitsnews.com,fake,http://beforeitsnews.com/power-elite/2016/08/cia-director-john-brennan-admits-to-chemtrails-stratospheric-aerosol-injection-2451852.html,easily understand difference day christ day lord end times,2018-01-25 16:17:44.789555,2018-02-02 01:19:41.756632,2018-02-02 01:19:41.756664,Cia Director John Brennan Admits To Chemtrails (stratospheric Aerosol Injection),The Vatic Project,,[''],,,
107,107,18428,beforeitsnews.com,fake,http://beforeitsnews.com/business/2016/07/how-to-backup-your-data-2908275.html,backup data readers story fact add cents headline bitcoin blockchain searches exceed trump blockchain stocks day happily blogging away hosting provider suddenly shuts site imperative prepare number disasters proactively backing data cherish thousands tweets posted facebook memories created pictures taken tax returns last <NUM> chances everyone thinks happen violate service provider tos removed platform easily target malicious virus ransomware hard drive becomes encrypted third party threaten delete contents unless pay bitcoins major password leaks online alarming amount people using easily guessed passwords password star wars social media data risk course solve problems obeyed websites tos avoided risky sites created randomly generated <NUM> digit passwords followed ways protect sensitive data outlined nifty series alas hours day impossible predict every catastrophe comes goes wrong best least emergency backup starting scratch quick guide downloading data major social media sites google ways routinely back social media download keep mind directions links taken directly social media sites quite often change exact steps links point future directions longer relevant try searching google phrase download data site facebook click arrow top right facebook page select settings click download copy facebook data general account settings click start archive twitter go account settings clicking profile icon top right page selecting settings dropdown menu click request archive download ready send email download link confirmed email address associated twitter account receive email click go button log twitter account download zip file twitter archive google takeout visit download data page might sign google account choose google products include download details options product select arrow select choose archive file type backup quantity data want backup ultimately determine strategy easy ways start purchase external hard drive use file synchronization software consistently backup data computer subscribe online data backup service backblaze crashplan favorite expensive dropbox run blog small site forever backup online preserve content use internet archive wayback machine important sort local cloud based backup case external hard drive destroyed unable access cloud backup remember schedule regular backups help forget download data horror stories losing data times ways backups saved content share thoughts comment section source <URL> backupyourdata/,2018-01-25 16:17:44.789555,2018-02-02 01:19:41.756632,2018-02-02 01:19:41.756664,How To Backup Your Data,Morgan Linton,,[''],,,
